"AREA_NAME_id","HOOD_ID","POPULATION_2023","ASSAULT_2014","ASSAULT_RATE_2014","AUTOTHEFT_2014","AUTOTHEFT_RATE_2014","BIKETHEFT_2014","BIKETHEFT_RATE_2014","BREAKENTER_2014","BREAKENTER_RATE_2014","HOMICIDE_2014","HOMICIDE_RATE_2014","ROBBERY_2014","ROBBERY_RATE_2014","SHOOTING_2014","SHOOTING_RATE_2014","THEFTFROMMV_2014","THEFTFROMMV_RATE_2014","THEFTOVER_2014","THEFTOVER_RATE_2014","ASSAULT_2015","ASSAULT_RATE_2015","AUTOTHEFT_2015","AUTOTHEFT_RATE_2015","BIKETHEFT_2015","BIKETHEFT_RATE_2015","BREAKENTER_2015","BREAKENTER_RATE_2015","HOMICIDE_2015","HOMICIDE_RATE_2015","ROBBERY_2015","ROBBERY_RATE_2015","SHOOTING_2015","SHOOTING_RATE_2015","THEFTFROMMV_2015","THEFTFROMMV_RATE_2015","THEFTOVER_2015","THEFTOVER_RATE_2015","ASSAULT_2016","ASSAULT_RATE_2016","AUTOTHEFT_2016","AUTOTHEFT_RATE_2016","BIKETHEFT_2016","BIKETHEFT_RATE_2016","BREAKENTER_2016","BREAKENTER_RATE_2016","HOMICIDE_2016","HOMICIDE_RATE_2016","ROBBERY_2016","ROBBERY_RATE_2016","SHOOTING_2016","SHOOTING_RATE_2016","THEFTFROMMV_2016","THEFTFROMMV_RATE_2016","THEFTOVER_2016","THEFTOVER_RATE_2016","ASSAULT_2017","ASSAULT_RATE_2017","AUTOTHEFT_2017","AUTOTHEFT_RATE_2017","BIKETHEFT_2017","BIKETHEFT_RATE_2017","BREAKENTER_2017","BREAKENTER_RATE_2017","HOMICIDE_2017","HOMICIDE_RATE_2017","ROBBERY_2017","ROBBERY_RATE_2017","SHOOTING_2017","SHOOTING_RATE_2017","THEFTFROMMV_2017","THEFTFROMMV_RATE_2017","THEFTOVER_2017","THEFTOVER_RATE_2017","ASSAULT_2018","ASSAULT_RATE_2018","AUTOTHEFT_2018","AUTOTHEFT_RATE_2018","BIKETHEFT_2018","BIKETHEFT_RATE_2018","BREAKENTER_2018","BREAKENTER_RATE_2018","HOMICIDE_2018","HOMICIDE_RATE_2018","ROBBERY_2018","ROBBERY_RATE_2018","SHOOTING_2018","SHOOTING_RATE_2018","THEFTFROMMV_2018","THEFTFROMMV_RATE_2018","THEFTOVER_2018","THEFTOVER_RATE_2018","ASSAULT_2019","ASSAULT_RATE_2019","AUTOTHEFT_2019","AUTOTHEFT_RATE_2019","BIKETHEFT_2019","BIKETHEFT_RATE_2019","BREAKENTER_2019","BREAKENTER_RATE_2019","HOMICIDE_2019","HOMICIDE_RATE_2019","ROBBERY_2019","ROBBERY_RATE_2019","SHOOTING_2019","SHOOTING_RATE_2019","THEFTFROMMV_2019","THEFTFROMMV_RATE_2019","THEFTOVER_2019","THEFTOVER_RATE_2019","ASSAULT_2020","ASSAULT_RATE_2020","AUTOTHEFT_2020","AUTOTHEFT_RATE_2020","BIKETHEFT_2020","BIKETHEFT_RATE_2020","BREAKENTER_2020","BREAKENTER_RATE_2020","HOMICIDE_2020","HOMICIDE_RATE_2020","ROBBERY_2020","ROBBERY_RATE_2020","SHOOTING_2020","SHOOTING_RATE_2020","THEFTFROMMV_2020","THEFTFROMMV_RATE_2020","THEFTOVER_2020","THEFTOVER_RATE_2020","ASSAULT_2021","ASSAULT_RATE_2021","AUTOTHEFT_2021","AUTOTHEFT_RATE_2021","BIKETHEFT_2021","BIKETHEFT_RATE_2021","BREAKENTER_2021","BREAKENTER_RATE_2021","HOMICIDE_2021","HOMICIDE_RATE_2021","ROBBERY_2021","ROBBERY_RATE_2021","SHOOTING_2021","SHOOTING_RATE_2021","THEFTFROMMV_2021","THEFTFROMMV_RATE_2021","THEFTOVER_2021","THEFTOVER_RATE_2021","ASSAULT_2022","ASSAULT_RATE_2022","AUTOTHEFT_2022","AUTOTHEFT_RATE_2022","BIKETHEFT_2022","BIKETHEFT_RATE_2022","BREAKENTER_2022","BREAKENTER_RATE_2022","HOMICIDE_2022","HOMICIDE_RATE_2022","ROBBERY_2022","ROBBERY_RATE_2022","SHOOTING_2022","SHOOTING_RATE_2022","THEFTFROMMV_2022","THEFTFROMMV_RATE_2022","THEFTOVER_2022","THEFTOVER_RATE_2022","ASSAULT_2023","ASSAULT_RATE_2023","AUTOTHEFT_2023","AUTOTHEFT_RATE_2023","BIKETHEFT_2023","BIKETHEFT_RATE_2023","BREAKENTER_2023","BREAKENTER_RATE_2023","HOMICIDE_2023","HOMICIDE_RATE_2023","ROBBERY_2023","ROBBERY_RATE_2023","SHOOTING_2023","SHOOTING_RATE_2023","THEFTFROMMV_2023","THEFTFROMMV_RATE_2023","THEFTOVER_2023","THEFTOVER_RATE_2023"
42,915,2868,63,291.599737480283,9,486.675068037584,57,685.216506943107,21,406.713642645627,34,69.2311690654606,56,367.288482841104,24,627.987580606714,15,85.5674431659281,4,308.138609398156,92,926.17522389628,66,508.959332248196,39,756.412125192583,57,968.542666872963,47,527.700929902494,89,890.582116786391,7,275.806979509071,53,523.942248430103,48,844.192864373326,97,96.1056353989989,1,578.791924985126,63,604.709484614432,68,965.657238615677,17,941.848360002041,64,656.65392158553,7,586.402421584353,7,630.768100032583,49,392.481164075434,78,88.2007605396211,2,205.755691975355,18,326.149353757501,37,365.694693755358,2,382.974878419191,68,122.263048309833,9,561.51877855882,58,169.627896742895,49,949.382795486599,47,289.303415920585,39,256.542421644554,79,596.726054791361,80,142.10439636372,13,289.905324578285,37,122.82574782148,68,248.982521705329,85,682.637961348519,50,620.167666580528,97,643.390660639852,82,295.116673456505,98,658.2796566654,37,254.120209487155,21,778.324000304565,49,524.505145614967,98,420.790440402925,34,547.455284744501,83,272.37819833681,36,438.077157363296,96,480.587275931612,20,724.268425488845,59,399.892579065636,31,353.820828953758,26,321.453615557402,8,571.516434196383,72,858.213644009084,12,730.817399220541,43,245.765877654776,10,810.721223475412,58,933.671082137153,20,652.052574092522,20,462.926074396819,91,241.294579813257,28,157.358669210225,80,911.783257964998,24,970.073441974819,18,463.536119321361,91,279.563142452389,52,470.14409978874,44,845.191854052246,61,497.012959560379,59,358.101401710883,35,896.652021910995,0,215.422289911658,79,718.918330734596,18,988.443651935086,65,785.658897832036,69,981.682422338054,76,355.299480026588,11,616.784710437059,75,361.966508440673,59,463.539905147627,41,76.5069874469191,20,179.064472904429
43,948,14547,70,603.640556801111,36,266.12639753148,47,309.629523428157,75,202.962349401787,7,990.891902707517,36,790.260327514261,51,743.433603318408,6,462.05923310481,38,257.341495947912,51,712.583722313866,29,821.246305480599,68,721.273686271161,79,823.326690588146,83,227.93802455999,7,460.732512408867,39,101.241485681385,7,107.271192129701,36,333.456868538633,24,365.078443428501,57,293.777739163488,56,596.313015324995,22,335.920624434948,39,22.3040250129998,89,117.201949236915,43,352.988958358765,11,353.000519797206,87,991.030477685854,98,428.779895184562,28,72.5233138073236,54,734.456053934991,100,514.08442761749,33,983.837426407263,61,624.086765339598,23,483.625297434628,3,833.275259938091,43,15.6584724318236,81,165.722018107772,13,794.537002686411,74,237.121329875663,92,359.349115518853,5,879.640803905204,95,121.755726635456,69,235.426718136296,10,400.192616973072,85,495.786659652367,28,844.578672200441,57,718.560949666426,77,227.308843983337,58,103.25738764368,84,121.640858240426,48,151.640570024028,100,154.110014438629,44,800.586352590472,32,174.013077048585,50,632.293319795281,13,387.310410616919,82,822.2683055792,28,638.546426314861,88,792.834265390411,81,413.69591280818,3,696.339599788189,96,448.97599471733,87,429.235140327364,8,656.416358891875,74,94.6155739948153,26,468.785327160731,65,635.57776925154,45,358.261273009703,20,437.308142427355,97,706.389130325988,31,393.723811255768,50,958.401463227347,48,508.930292213336,58,553.802060894668,4,267.731387168169,98,410.595362074673,57,396.514120046049,78,883.132556919008,34,497.082457877696,97,292.29482030496,18,15.7621405087411,68,946.001047035679,82,993.272162973881,92,994.661187054589,83,814.768451265991,32,657.701545860618,81,28.7463748827577,2,201.932715484872,38,130.743872141466,42,142.37597421743
44,158,31455,20,67.8399000316858,10,810.051517095417,11,82.3066397570074,48,35.4096852242947,81,792.431192938238,83,224.969297880307,93,848.800588399172,44,52.509177941829,62,922.55854816176,39,85.7274902518839,81,966.550651704893,11,404.055550228804,23,120.228780433536,64,107.837478630245,42,416.884671896696,86,710.959044517949,59,245.244053890929,96,798.916322411969,82,207.994392607361,18,794.361374340951,77,808.703930815682,21,139.237351017073,95,903.190411161631,79,603.54495071806,9,892.123943194747,81,852.884246967733,77,388.372778892517,74,546.395887620747,36,914.959907764569,1,762.982702115551,48,509.330523433164,16,308.066239580512,77,844.947030534968,19,780.359688214958,58,357.378019019961,88,998.763723298907,75,327.079164097086,6,229.337146738544,0,751.646711258218,34,81.6179006360471,100,743.931730743498,8,68.1975544430315,20,852.897726232186,6,621.403952362016,73,381.646139780059,84,190.304613439366,67,548.619201872498,80,678.212984697893,71,904.484601458535,24,705.878617009148,36,772.940272698179,73,252.932705683634,76,905.594383366406,87,203.164438018575,40,965.47619625926,20,595.009116223082,89,797.43625735864,87,676.357538439333,10,510.486288694665,16,397.683181101456,54,61.7502217646688,38,885.868768906221,12,52.9272304847836,28,916.428897995502,43,16.7702585458755,66,139.988358132541,77,748.753008432686,60,859.714825404808,76,191.656179726124,65,241.758944699541,50,459.553536958992,16,445.657003903762,69,15.9092566464096,93,963.34091713652,90,608.592916745692,24,701.404623454437,83,587.33271388337,17,334.484387654811,56,621.674800291657,16,115.087007870898,52,839.812733698636,35,699.744806624949,50,24.0408193785697,93,931.064743548632,26,86.6891071200371,79,866.068962961435,32,247.245981357992,100,457.579393172637,13,80.340186599642,31,196.838846663013
45,277,32616,40,678.775381529704,46,858.601914718747,84,979.102641809732,19,673.898194683716,95,323.427607305348,37,183.96032624878,74,683.900340925902,26,30.1064951345325,88,49.6479440480471,72,56.2082829419523,72,420.898202806711,35,44.1723836120218,84,93.7822423875332,59,413.30415266566,14,599.70719832927,93,979.720664676279,79,607.728076167405,34,262.108076596633,27,137.571512721479,56,600.230865180492,67,638.939059339464,15,215.075079351664,45,330.12973703444,26,22.512792609632,43,408.464798238128,48,219.195260666311,67,710.215865401551,25,660.407779971138,97,686.194560257718,32,822.846315801144,83,250.763955526054,37,591.127215418965,75,207.31216063723,100,316.89819181338,61,884.759234497324,12,41.6059743147343,96,475.273038959131,62,652.673486387357,64,236.881061224267,100,684.536042390391,66,749.671834520996,15,635.194815229625,81,187.654256587848,64,873.714720597491,29,75.7031391840428,48,727.250469150022,23,945.081924553961,34,78.9737622253597,36,889.631030382589,16,226.864088093862,22,893.003597622737,63,138.52076488547,31,876.563746714965,55,45.4714430961758,65,133.338554296643,12,818.597540957853,86,989.140372723341,61,740.263315383345,44,469.10653449595,37,953.81420943886,4,240.683669457212,61,801.606450695544,100,970.379094826058,67,248.012606520206,86,589.825680712238,19,567.76674464345,53,263.283373089507,11,337.993287947029,91,122.571253683418,66,583.583860658109,47,212.106841383502,76,224.666682071984,87,635.58302866295,36,860.5092454236,90,371.814709389582,28,987.233974272385,43,227.617245400324,20,249.226428568363,5,705.321361077949,77,576.21948630549,36,169.477118877694,18,368.012189865112,34,232.363570248708,60,808.176659746096,97,127.199814654887,23,315.34907175228,15,859.853430185467,44,867.388068465516,3,577.516240300611,3,504.625343251973
46,447,12429,18,100.349850486964,61,220.191796077415,22,190.653877332807,27,441.082025878131,13,1.88120896928012,26,541.198293445632,26,354.82882312499,65,291.698151966557,84,119.036432355642,100,641.175996046513,57,639.060650253668,99,517.384479520842,72,779.64568301104,94,556.748249568045,21,685.10481598787,11,571.504745865241,6,854.547172784805,12,186.819173628464,74,763.234393438324,0,42.3328513279557,45,668.055857298896,81,993.425632594153,88,564.71724039875,67,48.0275743175298,25,343.885686481372,66,835.151592968032,31,388.385080266744,19,447.800187626854,69,29.3561678845435,94,690.674565499648,30,960.236159851775,38,17.1386466827244,32,74.7860067058355,88,993.157171877101,33,780.32346139662,83,471.962108276784,85,396.739975083619,58,729.029044276103,80,467.350507620722,86,170.992683852091,82,681.02540820837,65,916.73262603581,73,695.130926556885,67,997.445036657155,60,74.3532082997262,53,869.238781509921,45,200.193800032139,97,854.519889689982,83,564.212535740808,63,855.352681130171,97,311.509738210589,56,94.2771711852401,42,214.615954784676,82,929.117302410305,67,949.904699344188,46,128.680047346279,8,149.726162431762,0,133.532430045307,94,761.430483078584,80,301.095551345497,49,919.678424950689,76,778.620997443795,98,710.422644391656,37,622.72876012139,27,206.145670032129,78,509.360146708786,23,201.037351740524,55,345.886609982699,17,571.563700446859,74,362.811675993726,19,125.586809124798,25,818.523291265592,82,625.443023163825,73,912.3330921866,39,576.791989384219,79,577.600440010428,27,370.005693985149,82,757.09960446693,59,955.458183772862,43,680.914665805176,92,874.752192758024,52,140.768727054819,98,865.526286885142,91,968.167155981064,100,974.368673283607,91,127.446323400363,91,807.192519307137,61,450.119870947674,23,221.783108310774,91,365.49691692926
47,575,14885,29,525.486179627478,18,928.59738972038,35,325.425764312968,99,959.591418504715,85,94.8108648881316,50,455.434720264748,3,519.764754222706,48,909.027490764856,67,62.5953641720116,30,727.844070410356,5,697.960733436048,23,853.230664273724,39,17.4393497873098,16,581.273270072415,92,236.019229516387,96,903.060880023986,18,541.204634355381,74,818.970928434283,48,143.284070538357,69,340.610421961173,88,199.021455366164,56,436.356533318758,25,325.190681265667,28,184.017738560215,84,755.504321074113,54,169.965851120651,53,699.436699273065,68,57.6839670538902,28,113.410269608721,74,208.041467471048,65,717.965283896774,67,129.678080789745,53,965.428686002269,28,994.864113861695,95,703.445499297231,85,883.338719140738,3,204.676505411044,48,912.09831694141,47,202.858758391812,86,887.230207677931,77,346.825280459598,95,676.973031600937,59,263.169411104172,47,253.423529677093,48,25.4006665199995,83,82.0646076463163,63,879.522397881374,65,184.638082049787,56,599.841722054407,24,222.525091376156,30,35.9205990098417,85,224.894587881863,23,440.938599174842,35,162.238414166495,100,747.373633785173,87,385.208357591182,42,127.681902842596,91,15.3450993821025,32,783.313579624519,10,767.125473823398,2,71.243841201067,19,586.114631267264,78,971.572573995218,94,422.697455389425,91,747.60863231495,48,55.7606488000602,54,745.956533122808,0,123.366363113746,41,761.207126779482,33,471.704212017357,21,207.865937845781,48,628.230054397136,98,612.906642025337,85,735.886611277238,54,914.605961879715,3,485.412053298205,8,625.819141045213,1,779.416800942272,16,884.965292643756,12,988.54832095094,86,776.125222211704,66,890.355172334239,45,455.32233081758,24,170.72881758213,98,764.263682765886,18,735.251184087247,8,313.92234377563,64,823.962762253359,37,526.979685993865,37,594.171733828261
48,912,1521,80,349.326037568972,100,857.231531059369,25,543.290793895721,92,380.624755518511,60,541.744338348508,55,606.182845309377,56,99.6656336355954,0,669.853440485895,72,647.085414268076,93,145.668739452958,19,376.098141074181,80,329.894578782842,52,255.458292318508,91,587.724117562175,95,966.041463194415,28,120.390955358744,98,311.724701430649,91,478.738325182348,49,142.406556056812,62,226.580117829144,6,26.628959691152,36,722.773575456813,56,7.80624221079051,63,515.143516240641,98,648.777795024216,94,470.05430306308,43,331.215063109994,14,914.433239260688,68,869.95339486748,84,821.587721118703,8,72.0753064379096,35,263.947193278,27,751.680689165369,59,740.81401177682,3,425.025742035359,51,737.174679990858,78,263.245595386252,71,166.575888404623,5,974.551072577015,42,816.642999416217,85,673.028309363872,31,233.471086947247,58,721.72913653776,61,473.917674273252,53,900.49267699942,36,601.19062801823,55,523.914275458083,58,445.517124142498,51,574.995109345764,54,838.180775986984,4,547.584629617631,43,197.695297654718,52,554.838767275214,13,323.464535875246,55,491.84630298987,90,972.224117489532,4,86.8795535061508,37,911.535450955853,53,555.160997435451,71,476.37645364739,9,532.207135576755,49,32.5555542949587,67,449.824892450124,71,352.016568183899,50,213.958562118933,91,471.135333413258,16,894.64738429524,45,897.198015358299,42,905.516667058691,21,253.212869400159,63,863.07437135838,31,156.611308921129,48,480.167813366279,19,889.543059747666,41,378.155993996188,91,753.035224741325,51,364.616267615929,38,788.747494108975,98,131.946975598112,78,331.589023349807,16,961.841846816242,16,712.445703102276,25,787.083955015987,63,8.15349770709872,30,518.533152062446,37,298.457975266501,21,922.466568648815,5,556.356247048825,61,67.0879099052399,61,922.721134964377
49,258,9053,27,151.501900749281,47,123.780846362934,14,870.685470523313,99,322.384115308523,76,354.727934813127,58,562.903927639127,90,284.621357452124,55,4.0721136610955,36,488.577915122733,56,907.439961563796,45,653.206166578457,34,895.650085294619,81,567.778562195599,27,866.923041641712,95,463.604918448254,81,382.536859251559,21,907.119249692187,8,593.087255256251,53,855.590135091916,4,418.613663176075,61,725.886346772313,61,559.446368832141,53,259.730195626616,49,150.604336289689,32,806.373841129243,70,300.754935946316,2,327.255576848984,50,435.146178584546,86,187.715107342228,71,971.845298074186,40,941.988291917369,87,444.95734712109,10,723.504787310958,51,798.920199275017,66,320.836643688381,9,527.75720320642,65,931.4801893197,18,459.074178477749,11,618.524673627689,43,130.655131069943,74,328.364131040871,15,306.007994804531,37,37.5070704612881,32,308.282894315198,14,681.331385392696,80,977.978200186044,62,20.8357616793364,33,55.7856601662934,82,555.34128844738,60,332.165514118969,29,140.050448477268,90,914.67549954541,38,146.814217092469,44,181.75602494739,40,478.477212367579,23,226.618414977565,8,119.544050656259,1,618.251948384568,83,196.178898680955,52,538.434566464275,35,25.6443300750107,9,423.739528050646,65,740.951914573088,77,695.57578698732,20,9.76133206859231,72,370.313725434244,3,592.533139511943,100,701.348934555426,0,609.997168416157,68,962.006964487955,29,640.113174449652,91,989.087975118309,90,769.410587614402,30,949.95309622027,83,852.235211292282,30,446.849982719868,89,811.867847340181,70,918.705814750865,97,80.9792939107865,37,208.28373124823,30,296.934787649661,75,630.295471055433,4,182.933135190979,70,780.889386776835,70,868.933096295223,34,270.992445293814,16,552.662339294329,53,723.875773604959,72,780.267912428826,69,460.331757320091
50,368,17022,76,632.418204564601,38,157.879853388295,28,125.280701322481,88,910.819394979626,66,995.756805408746,1,391.341894399375,91,547.840279527009,97,948.805710533634,62,100.727932527661,69,650.82092396915,36,293.556810123846,61,692.478831158951,9,804.948278004304,70,79.3782032560557,79,858.535986160859,34,255.382367409766,57,975.971886888146,42,416.269107954577,71,191.456308122724,18,273.929134244099,87,547.492939280346,38,493.855489883572,52,221.145405434072,54,709.848307771608,8,494.443323928863,72,374.996919184923,8,14.1207531560212,51,710.990379098803,90,784.392457222566,19,634.7454439383,3,221.306543564424,8,168.250746792182,52,876.219065859914,70,774.407816585153,75,567.400756990537,79,201.96522003971,88,565.484663005918,40,320.81284141168,26,913.605274399742,47,89.0325380023569,98,34.0770180337131,62,245.321820490062,92,784.832739969715,99,647.252296097577,48,434.787339065224,68,953.538510482758,10,311.229110928252,30,192.604867275804,67,764.645400457084,94,279.995064251125,42,97.8694332297891,53,95.7293915562332,7,255.487581947818,96,788.119878387079,40,624.937610700727,54,706.167315132916,40,346.181486966088,93,503.622955176979,92,989.215320209041,87,395.332633052021,66,251.084774034098,34,539.574105292559,45,488.708417629823,58,966.399109456688,20,927.146761212498,33,970.271951984614,73,853.12636429444,8,416.83719214052,87,217.922446317971,89,817.115956684574,29,422.61857423,10,626.439063809812,82,607.920126290992,43,499.84660372138,65,241.418545134366,19,685.738203814253,14,896.966238273308,12,543.178728781641,19,960.698135662824,21,157.419171417132,14,921.54498025775,16,813.525160541758,11,795.830071205273,54,586.159644415602,99,612.858410226181,64,984.678300097585,100,475.248458795249,7,735.95688585192,14,552.889162441716,92,568.919355049729
51,390,39412,89,916.008176049218,33,835.329910507426,40,345.136655960232,15,919.905259506777,96,686.845251824707,27,457.691139308736,3,584.580421447754,42,90.4228016734123,66,156.186415813863,71,669.054134516045,13,597.0581502188,23,749.645819421858,77,592.274917755276,0,604.376756353304,8,656.326073687524,100,781.070163007826,6,516.502497717738,89,579.453507205471,23,856.460742419586,40,484.350028447807,79,226.392395561561,67,902.736867778003,68,531.164632644504,18,919.120484031737,90,899.714078055695,16,732.820040546358,86,856.635714648291,47,822.783704614267,64,204.910837579519,73,834.966999711469,0,692.4393044319,85,528.938552131876,94,182.247878983617,90,522.469178074971,78,804.497322998941,68,10.3347315452993,14,361.304302932695,63,965.625516371801,49,571.939066518098,98,52.4133015424013,18,872.53211508505,49,324.752223445103,9,404.562829528004,100,898.325226502493,13,652.300984831527,22,873.686427017674,20,89.3757974263281,7,495.454429415986,71,509.62245115079,63,573.876464739442,30,189.010807545856,30,890.288674039766,7,346.875310642645,62,693.798989988863,49,680.587054695934,86,964.593882206827,88,272.011369699612,86,838.558809366077,84,979.16736244224,75,609.364724950865,60,609.875745372847,51,781.448799185455,96,267.276924336329,53,372.076078085229,12,52.396499319002,39,230.370786739513,49,5.52692543715239,2,754.231580998749,23,553.839532658458,20,873.848099727184,85,218.226985540241,83,72.1079150680453,46,822.78046826832,27,477.994658751413,50,1.34586379863322,42,683.797954814509,42,219.880626536906,87,166.192217264324,72,165.69024627097,73,250.458044465631,60,205.846853787079,96,645.897174952552,94,246.729470556602,45,419.455951545388,30,745.445322711021,33,302.880855975673,37,331.707963021472,69,703.051170101389,76,963.134818244725,24,511.201429879293
52,340,9848,82,979.189224075526,14,992.130111437291,73,583.068119129166,25,130.201249849051,94,111.784063279629,3,255.452268989757,60,387.692334596068,42,790.407239226624,38,585.927761159837,20,202.486948575824,60,714.534703874961,2,554.032995132729,52,216.640478931367,0,27.8747766278684,37,925.967791350558,53,234.215534990653,35,995.065302588046,36,141.201393445954,100,475.309622939676,53,779.530473984778,85,367.749519646168,21,70.2547172550112,23,747.753300471231,91,501.486086519435,7,629.442398902029,53,380.911005893722,85,190.785298822448,8,931.822279235348,20,995.53872528486,86,497.291399165988,65,630.514465970919,16,970.884679816663,60,88.2753981277347,27,104.511470766738,5,618.833865039051,12,504.153576679528,66,468.919842038304,39,45.5598775297403,16,591.1731030792,89,362.689984729514,88,832.941552158445,85,416.25648457557,16,125.91091170907,70,799.744362011552,42,905.923663638532,96,484.807175118476,83,661.314026685432,52,268.743663327768,47,761.035573203117,19,410.805600928143,60,935.948672005907,11,191.059660864994,50,434.221544303,29,301.932309055701,7,304.300305433571,97,981.32685944438,16,746.864618035033,95,677.180392434821,9,530.872667673975,34,658.277755370364,69,795.226568821818,37,448.605393525213,30,695.587216643617,50,940.743470797315,52,80.5433802306652,22,173.419449944049,68,119.401297764853,67,372.95078439638,44,250.419067917392,21,268.094706814736,28,995.102495886385,43,25.6075616925955,33,263.995995512232,14,711.984755704179,32,424.579611513764,40,991.653353674337,43,229.982040356845,25,114.393102237955,90,526.225884212181,41,691.392544424161,56,276.822888059542,48,1.51554867625237,81,172.27365472354,58,354.797012172639,46,818.093839799985,51,297.800260130316,96,4.99758101068437,33,144.379502395168,38,125.162329291925,51,709.788681706414
53,555,25774,2,898.84913014248,34,791.47450462915,69,309.203062439337,96,762.659568805248,97,866.67417245917,14,980.902270879596,88,871.484588831663,54,930.953932460397,89,290.853859623894,91,217.145204776898,85,53.9417271502316,4,791.624648496509,25,974.676292389631,14,741.6501569096,0,992.095037829131,36,50.2802839037031,18,430.054052034393,33,754.12954390049,24,983.743173303083,28,734.280109638348,68,623.273971024901,78,463.206783635542,19,118.2191434782,51,613.107971614227,53,439.76026121527,13,901.004658546299,99,140.060868347064,50,668.693113606423,56,504.086805041879,46,783.318323548883,68,398.736296920106,42,683.000021846965,89,618.425471941009,76,46.6914551798254,90,226.528152823448,68,352.548660710454,96,222.226064186543,67,741.568923927844,35,199.821967631578,34,890.043617459014,83,818.431755760685,6,275.588943157345,92,528.307882603258,48,695.201199501753,98,755.569541128352,47,88.4656102862209,10,70.302210515365,78,924.091870663688,74,369.885648600757,63,112.601938890293,11,306.297584902495,72,462.508319411427,39,329.721868038177,68,586.590121733025,14,66.9527680147439,85,366.7585211806,11,242.558009922504,50,729.81093917042,18,349.951792741194,35,239.479811163619,47,186.59466621466,84,716.108470922336,45,237.829788355157,4,642.751314677298,70,90.3939895797521,75,761.449558660388,18,633.262312505394,60,985.640262952074,8,337.349144974723,39,707.607970805839,75,212.500229943544,80,763.955381233245,28,211.041284259409,72,97.5148652214557,80,182.652128394693,10,33.4827087353915,83,530.298931291327,6,349.42950354889,14,431.306242011487,76,347.841293783858,77,435.446348739788,93,841.52354253456,20,593.516231281683,10,926.277165999636,89,219.26710056141,72,250.003357650712,37,382.553352275863,95,260.052966652438,34,120.117088081315,18,97.9126959573478
54,677,19101,66,231.025409884751,12,560.011265100911,82,476.906311931089,25,209.876784821972,96,336.136488709599,70,803.40129416436,5,951.128826243803,41,984.906806377694,15,280.561475316063,97,673.231289954856,16,72.4101872183383,49,603.031208971515,12,340.669869678095,34,429.063397459686,11,644.082534359768,76,518.726385431364,58,330.431705806404,8,809.844157192856,73,335.802072193474,51,719.316647620872,29,408.399129286408,98,291.09591897577,43,303.875439334661,1,136.014570016414,53,22.0301288645715,90,707.649354590103,59,516.374696278945,60,904.671545140445,76,58.9808591175824,57,941.239240812138,37,812.393506290391,4,732.166675152257,72,442.133377073333,55,491.165871731937,47,759.693053318188,57,618.448314024135,83,399.21686751768,16,602.365162922069,47,295.562548795715,24,867.69160348922,20,676.113993860781,12,170.16316158697,68,231.414190493524,43,207.811553031206,30,521.522904746234,18,88.6533707380295,95,21.0490445606411,36,937.65389570035,17,294.427499873564,36,703.653004253283,85,405.263468623161,44,116.935907397419,5,793.137540807948,50,338.087170151994,98,313.625897048041,37,450.704538729042,33,493.92793350853,48,78.6788936238736,37,312.673008767888,12,494.947884930298,42,682.441386627033,55,528.479633852839,36,578.268462792039,81,437.822316773236,55,724.461363395676,11,472.487475257367,30,507.203402230516,78,350.908970693126,18,678.252822253853,40,184.864782728255,33,717.236620374024,47,775.416112970561,59,849.557558540255,94,544.266280950978,38,223.886825842783,24,678.758564172313,32,750.653366558254,82,296.28565418534,95,173.973442520946,52,78.7199765909463,79,843.3635646943,4,918.056826572865,63,49.9419614207,96,148.533135186881,17,324.462514836341,90,562.377596274018,1,594.411490485072,68,633.329650619999,55,976.715549593791,35,970.636793645099
55,801,43432,58,815.223182551563,66,195.023002102971,36,758.821499301121,1,912.189715309069,50,842.504163971171,39,325.740392785519,67,207.586010918021,21,550.548466620967,24,307.986347936094,28,711.565596517175,30,985.24002218619,43,450.870550237596,95,746.672958601266,4,57.1674238890409,22,191.948243882507,0,415.266591822729,63,0.0927725341171026,69,880.907841492444,61,101.093860343099,96,838.465589564294,32,159.921198384836,57,379.210457671434,65,959.841881878674,47,511.562634492293,85,288.637991296127,87,957.967787049711,77,299.721024697646,74,794.521526899189,97,430.35896634683,51,442.786306608468,53,42.5561538431793,66,54.0220860857517,74,495.483717648312,16,560.720943380147,48,735.50383746624,28,930.828302633017,57,491.16770317778,46,398.870489327237,83,842.690085759386,99,991.164013044909,82,885.50824788399,2,56.7010189406574,50,201.409213477746,84,728.177480166778,42,320.019262144342,18,867.218807572499,13,119.055222254246,61,109.524599742144,71,596.924813929945,45,571.238084230572,81,297.639844240621,61,741.707101231441,34,338.176008313894,70,633.565418422222,54,252.056088065729,7,648.843026487157,34,520.477226469666,36,26.3346205465496,86,119.794655591249,94,908.558164024726,18,680.051255039871,23,917.569975135848,93,747.673279372975,38,195.455055916682,10,613.40245208703,73,699.746164493263,66,911.690005799755,92,404.703322565183,89,102.827163878828,55,80.2137667778879,36,491.688442416489,71,668.951143044978,50,459.068401018158,52,318.950005806983,24,640.229155076668,80,136.780069209635,89,924.462949624285,39,505.775335477665,72,933.03859164007,88,734.975278377533,61,754.602156579494,22,391.416155965999,97,217.481707921252,69,338.816730538383,38,23.9596464671195,19,930.683796294034,46,407.030966831371,11,695.025995839387,50,146.109624998644,49,572.517060209066
